category,lower_whisker,Q1,median,Q3,upper_whisker
AN,11.882557990482946,16.05976806422837,17.494371023005385,18.84457478005865,23.02178485380407
RT,8.86875,11.03422370617696,11.632107023411372,13.266903914590747,16.61592422721143
TS,8.539583333333333,14.66605600950394,15.733002731749075,20.339578988529716,28.84986345706838
VS,7.247608926673752,11.239978902953586,13.026961774517796,14.545231758295538,16.451612903225808
