,topic,app,category,mean,min,max,std
0,topic_topic1,app_app1,AN,15.933920704845814,1,67,14.491988755856772
1,topic_topic1,app_app3,AN,17.110132158590307,1,66,13.59890786479562
2,topic_topic1,app_app5,RT,14.4,1,56,11.68477176556689
3,topic_topic1,app_app7,RT,14.375,2,47,10.78435446631972
4,topic_topic10,app_app11,TS,15.75637275386544,1,74,11.667762904062249
5,topic_topic10,app_app9,TS,13.440451316339322,1,71,11.855134577462206
6,topic_topic11,app_app12,TS,8.539583333333333,1,47,6.77358986498384
7,topic_topic11,app_app15,ST,9.5609243697479,2,43,6.525614823750498
8,topic_topic11,app_app8,RT,8.86875,2,30,5.989679929480377
9,topic_topic12,app_app10,TS,15.15,1,65,11.96598098667946
10,topic_topic12,app_app2,AN,18.75770925110132,1,74,15.41175172442577
11,topic_topic12,app_app9,TS,14.968055555555557,1,71,13.069849008249452
12,topic_topic13,app_app10,TS,19.983315954118872,2,68,15.437520821629086
13,topic_topic13,app_app11,TS,32.17831074035453,8,94,14.132925063079515
14,topic_topic13,app_app12,TS,35.956204379562045,9,75,13.833492404009808
15,topic_topic14,app_app1,AN,18.99736147757256,2,71,12.408290053273078
16,topic_topic14,app_app13,ST,16.451612903225808,2,68,12.715691907083055
17,topic_topic14,app_app16,ST,14.776740237691,3,65,9.821009967085253
18,topic_topic14,app_app5,RT,11.03422370617696,1,78,11.571274779531896
19,topic_topic15,app_app15,ST,14.03781512605042,2,51,9.92730107323178
20,topic_topic15,app_app6,RT,13.004166666666666,1,57,12.395672722023612
21,topic_topic16,app_app16,ST,12.105676328502415,1,62,10.678903353026008
22,topic_topic16,app_app3,AN,15.195258889582034,2,68,10.493440194751406
23,topic_topic16,app_app4,AN,17.294447910168433,4,67,10.724591683743563
24,topic_topic17,app_app10,TS,16.929503916449086,1,72,9.243130777890087
25,topic_topic17,app_app16,ST,14.954010695187163,1,74,9.77625684625302
26,topic_topic17,app_app7,RT,9.977023498694518,1,58,8.747204032583202
27,topic_topic18,app_app10,TS,12.846082522021328,1,77,10.143472164390907
28,topic_topic18,app_app12,TS,14.580435790449698,1,69,10.305925632834551
29,topic_topic19,app_app13,ST,10.373990650233743,1,49,8.868773283416008
