"app, topic, category, priority, msgreceived, responsetime"
"app_app6","topic_topic15","RT","0","6877","25.21"
"app_app6","topic_topic26","RT","0","6877","49.68786610878661"
"app_app6","topic_topic5","RT","0","6877","21.595858383433534"
"app_app6","topic_topic8","RT","0","6877","12.488284518828452"
"app_app6","topic_topic20","RT","0","6877","26.53"
"app_app5","topic_topic1","RT","0","8085","26.303333333333335"
"app_app5","topic_topic14","RT","0","8085","23.969271877087508"
"app_app5","topic_topic19","RT","0","8085","21.4536013400335"
"app_app5","topic_topic7","RT","0","8085","22.16437054631829"
"app_app5","topic_topic22","RT","0","8085","50.69532554257095"
"app_app4","topic_topic5","AN","0","8995","19.480293921175686"
"app_app4","topic_topic6","AN","0","8995","17.975582685904552"
"app_app4","topic_topic16","AN","0","8995","17.229453681710215"
"app_app4","topic_topic27","AN","0","8995","17.87142326272761"
"app_app4","topic_topic21","AN","0","8995","24.174444444444443"
"app_app3","topic_topic1","AN","0","8691","23.386666666666667"
"app_app3","topic_topic23","AN","0","8691","18.328657314629258"
"app_app3","topic_topic3","AN","0","8691","21.941111111111113"
"app_app3","topic_topic16","AN","0","8691","17.98669833729216"
"app_app3","topic_topic27","AN","0","8691","17.785953177257525"
"app_app3","topic_topic4","AN","0","8691","15.640233722871452"
"app_app9","topic_topic2","TS","0","5983","21.04"
"app_app9","topic_topic12","TS","0","5983","21.717777777777776"
"app_app9","topic_topic29","TS","0","5983","27.18"
"app_app9","topic_topic10","TS","0","5983","18.846901172529314"
"app_app9","topic_topic22","TS","0","5983","52.85559265442404"
"app_app8","topic_topic28","RT","0","9281","17.56214405360134"
"app_app8","topic_topic9","RT","0","9281","18.374953548866593"
"app_app8","topic_topic7","RT","0","9281","19.562470308788598"
"app_app8","topic_topic21","RT","0","9281","25.22111111111111"
"app_app8","topic_topic11","RT","0","9281","20.153333333333332"
"app_app7","topic_topic1","RT","0","8987","27.44"
"app_app7","topic_topic25","RT","0","8987","17.234567901234566"
"app_app7","topic_topic2","RT","0","8987","19.831666666666667"
"app_app7","topic_topic17","RT","0","8987","13.156066945606694"
"app_app7","topic_topic9","RT","0","8987","17.884429580081754"
"app_app7","topic_topic30","RT","0","8987","20.482222222222223"
"app_app11","topic_topic26","TS","0","8675","49.13179916317991"
"app_app11","topic_topic13","TS","0","8675","45.46577629382304"
"app_app11","topic_topic29","TS","0","8675","27.45"
"app_app11","topic_topic6","TS","0","8675","21.124861265260822"
"app_app11","topic_topic10","TS","0","8675","20.828810720268006"
"app_app10","topic_topic12","TS","0","7179","19.855555555555554"
"app_app10","topic_topic13","TS","0","7179","43.558430717863104"
"app_app10","topic_topic18","TS","0","7179","17.03604607952434"
"app_app10","topic_topic17","TS","0","7179","13.827615062761506"
"app_app15","topic_topic2","VS","0","4202","23.288333333333334"
"app_app15","topic_topic15","VS","0","4202","18.343333333333334"
"app_app15","topic_topic24","VS","0","4202","18.367369589345174"
"app_app15","topic_topic11","VS","0","4202","20.493333333333332"
"app_app15","topic_topic30","VS","0","4202","20.88111111111111"
"app_app14","topic_topic24","VS","0","8974","20.758601553829077"
"app_app14","topic_topic5","VS","0","8974","21.82698730794923"
"app_app14","topic_topic28","VS","0","8974","18.236180904522612"
"app_app14","topic_topic8","VS","0","8974","15.873640167364016"
"app_app14","topic_topic20","VS","0","8974","22.81"
"app_app13","topic_topic14","VS","0","7777","22.420173680694724"
"app_app13","topic_topic2","VS","0","7777","21.621666666666666"
"app_app13","topic_topic23","VS","0","7777","21.978623914495657"
"app_app13","topic_topic19","VS","0","7777","18.514572864321607"
"app_app13","topic_topic4","VS","0","7777","16.082637729549248"
"app_app12","topic_topic13","TS","0","6594","45.707011686143574"
"app_app12","topic_topic18","TS","0","6594","17.726495726495727"
"app_app12","topic_topic7","TS","0","6594","18.861757719714966"
"app_app12","topic_topic11","TS","0","6594","19.976666666666667"
"app_app16","topic_topic14","VS","0","8998","20.935203740814963"
"app_app16","topic_topic25","VS","0","8998","20.445868945868945"
"app_app16","topic_topic16","VS","0","8998","21.96769596199525"
"app_app16","topic_topic17","VS","0","8998","16.306694560669456"
"app_app16","topic_topic30","VS","0","8998","20.441111111111113"
"app_app2","topic_topic12","AN","0","8674","23.36111111111111"
"app_app2","topic_topic19","AN","0","8674","22.132328308207704"
"app_app2","topic_topic3","AN","0","8674","25.74"
"app_app2","topic_topic9","AN","0","8674","21.84392419175028"
"app_app2","topic_topic22","AN","0","8674","55.01085141903172"
"app_app1","topic_topic1","AN","0","5687","28.876666666666665"
"app_app1","topic_topic14","AN","0","5687","24.27388109552438"
"app_app1","topic_topic2","AN","0","5687","24.176666666666666"
"app_app1","topic_topic26","AN","0","5687","52.59163179916318"
"app_app1","topic_topic21","AN","0","5687","31.11888888888889"
