,topic,app,category,mean,min,max,std
0,topic_topic1,app_app1,AN,47586.47083333333,19340,72836,15132.534605027917
1,topic_topic1,app_app3,AN,106.19583333333334,73,174,21.8290999813829
2,topic_topic1,app_app5,RT,20945.675,7698,33301,7354.425836424813
3,topic_topic1,app_app7,RT,106.41666666666669,74,164,17.77077820130722
4,topic_topic10,app_app11,TS,59345.64172240803,25347,89161,18004.132912186597
5,topic_topic10,app_app9,TS,123.43770903010034,60,226,37.97180665502204
6,topic_topic11,app_app12,TS,109.11041666666668,60,208,32.45897194846578
7,topic_topic11,app_app15,ST,100.48541666666668,57,192,28.08085172580214
8,topic_topic11,app_app8,RT,119.95625,64,197,25.2456028230619
9,topic_topic12,app_app10,TS,107.41331484049932,66,172,23.24354247771276
10,topic_topic12,app_app2,AN,4632.477115117892,1385,7879,1832.7178640661605
11,topic_topic12,app_app9,TS,127.64771151178918,69,228,35.59819203282026
12,topic_topic13,app_app10,TS,157.281543274244,129,223,12.173844413483772
13,topic_topic13,app_app11,TS,59351.10323253389,25533,89114,18013.51110971346
14,topic_topic13,app_app12,TS,163.1126173096976,133,216,12.141125496427096
15,topic_topic14,app_app1,AN,47617.60517529216,19366,72838,15083.208676543503
16,topic_topic14,app_app13,ST,117.7829716193656,67,228,25.010299843528223
17,topic_topic14,app_app16,ST,116.28881469115191,63,217,34.031805730334376
18,topic_topic14,app_app5,RT,20964.92737896494,7665,33525,7315.84091484339
19,topic_topic15,app_app15,ST,100.18333333333334,68,182,27.18508800358943
20,topic_topic15,app_app6,RT,53602.5125,22269,81131,16636.064501565903
21,topic_topic16,app_app16,ST,120.05753262158956,60,205,29.41530536160962
22,topic_topic16,app_app3,AN,84.30130486358244,55,151,13.471828769812396
23,topic_topic16,app_app4,AN,97.95788849347568,58,230,25.865137680482007
24,topic_topic17,app_app10,TS,107.38851174934726,58,214,31.67064497304424
25,topic_topic17,app_app16,ST,114.532637075718,57,219,32.88462391709288
26,topic_topic17,app_app7,RT,106.34412532637076,55,212,26.888972360289912
27,topic_topic18,app_app10,TS,111.69680111265647,55,206,30.684852311465896
