category,lower_whisker,Q1,median,Q3,upper_whisker
AN,84.30130486358244,103.78210477515069,125.05972222222222,4699.196037539104,11592.316936685034
RT,103.78363384188629,109.60625,138.29583333333332,21014.66527632951,52372.25381582377
TS,107.38851174934726,115.7272611970956,139.48635575589458,44527.499491657974,59378.81618798956
VS,93.70200333889817,103.69729289207001,113.35798520452568,127.91819177796327,146.55232155232156
