category,lower_whisker,Q1,median,Q3,upper_whisker
AN,13.072992700729928,16.5208719851577,18.066574202496533,20.92083333333333,27.520775355596776
RT,14.408180300500836,16.433942558746736,18.42715404699739,20.85,27.4740861618799
TS,12.949869451697127,14.919920925122035,17.578607934857935,19.94440172054223,27.481122913672525
VS,14.440217391304348,16.791868069993072,18.43344547894202,20.85490638002774,26.94946384507974
