"app", "topic", "droprate", "priority", "msgreceived", "responsetime"
"app_app6","topic_topic15","0.0","0","1569","21.19951308900523"
"app_app6","topic_topic26","0.0","0","1569","21.092794871794872"
"app_app6","topic_topic5","0.0","0","1569","21.19498955613576"
"app_app6","topic_topic8","0.0","0","1569","21.16819582245431"
"app_app6","topic_topic20","0.0","0","1569","21.22276963350783"
"app_app6","topic_topic15","0.0","0","1569","21.19951308900523"
"app_app6","topic_topic26","0.0","0","1569","21.092794871794872"
"app_app6","topic_topic5","0.0","0","1569","21.19498955613576"
"app_app6","topic_topic8","0.0","0","1569","21.16819582245431"
"app_app6","topic_topic20","0.0","0","1569","21.22276963350783"
"app_app6","topic_topic15","0.0","0","1569","21.19951308900523"
"app_app6","topic_topic26","0.0","0","1569","21.092794871794872"
"app_app6","topic_topic5","0.0","0","1569","21.19498955613576"
"app_app6","topic_topic8","0.0","0","1569","21.16819582245431"
"app_app6","topic_topic20","0.0","0","1569","21.22276963350783"
"app_app6","topic_topic15","0.0","0","1569","21.19951308900523"
"app_app6","topic_topic26","0.0","0","1569","21.092794871794872"
"app_app6","topic_topic5","0.0","0","1569","21.19498955613576"
"app_app6","topic_topic8","0.0","0","1569","21.16819582245431"
"app_app6","topic_topic20","0.0","0","1569","21.22276963350783"
"app_app6","topic_topic15","0.0","0","1569","21.19951308900523"
"app_app6","topic_topic26","0.0","0","1569","21.092794871794872"
"app_app6","topic_topic5","0.0","0","1569","21.19498955613576"
"app_app6","topic_topic8","0.0","0","1569","21.16819582245431"
"app_app6","topic_topic20","0.0","0","1569","21.22276963350783"
"app_app5","topic_topic1","0.0","0","5977","2.3532767558528387"
"app_app5","topic_topic14","0.0","0","5977","2.3656209205020904"
"app_app5","topic_topic19","0.0","0","5977","2.3929447698744752"
"app_app5","topic_topic7","0.0","0","5977","2.3571780936454845"
"app_app5","topic_topic22","0.0","0","5977","2.348256066945594"
"app_app5","topic_topic1","0.0","0","5977","2.3532767558528387"
"app_app5","topic_topic14","0.0","0","5977","2.3656209205020904"
"app_app5","topic_topic19","0.0","0","5977","2.3929447698744752"
"app_app5","topic_topic7","0.0","0","5977","2.3571780936454845"
"app_app5","topic_topic22","0.0","0","5977","2.348256066945594"
"app_app5","topic_topic1","0.0","0","5977","2.3532767558528387"
"app_app5","topic_topic14","0.0","0","5977","2.3656209205020904"
"app_app5","topic_topic19","0.0","0","5977","2.3929447698744752"
"app_app5","topic_topic7","0.0","0","5977","2.3571780936454845"
"app_app5","topic_topic22","0.0","0","5977","2.348256066945594"
"app_app5","topic_topic1","0.0","0","5977","2.3532767558528387"
"app_app5","topic_topic14","0.0","0","5977","2.3656209205020904"
"app_app5","topic_topic19","0.0","0","5977","2.3929447698744752"
"app_app5","topic_topic7","0.0","0","5977","2.3571780936454845"
"app_app5","topic_topic22","0.0","0","5977","2.348256066945594"
"app_app5","topic_topic1","0.0","0","5977","2.3532767558528387"
"app_app5","topic_topic14","0.0","0","5977","2.3656209205020904"
"app_app5","topic_topic19","0.0","0","5977","2.3929447698744752"
"app_app5","topic_topic7","0.0","0","5977","2.3571780936454845"
"app_app5","topic_topic22","0.0","0","5977","2.348256066945594"
"app_app4","topic_topic5","0.0","0","5978","4.197680334728029"
"app_app4","topic_topic6","0.0","0","5978","4.193654682274252"
"app_app4","topic_topic16","0.0","0","5978","4.227054393305427"
"app_app4","topic_topic27","0.0","0","5978","4.192755016722394"
"app_app4","topic_topic21","0.0","0","5978","4.195267558528442"
"app_app4","topic_topic5","0.0","0","5978","4.197680334728029"
"app_app4","topic_topic6","0.0","0","5978","4.193654682274252"
"app_app4","topic_topic16","0.0","0","5978","4.227054393305427"
"app_app4","topic_topic27","0.0","0","5978","4.192755016722394"
"app_app4","topic_topic21","0.0","0","5978","4.195267558528442"
"app_app4","topic_topic5","0.0","0","5978","4.197680334728029"
"app_app4","topic_topic6","0.0","0","5978","4.193654682274252"
"app_app4","topic_topic16","0.0","0","5978","4.227054393305427"
"app_app4","topic_topic27","0.0","0","5978","4.192755016722394"
"app_app4","topic_topic21","0.0","0","5978","4.195267558528442"
"app_app4","topic_topic5","0.0","0","5978","4.197680334728029"
"app_app4","topic_topic6","0.0","0","5978","4.193654682274252"
"app_app4","topic_topic16","0.0","0","5978","4.227054393305427"
"app_app4","topic_topic27","0.0","0","5978","4.192755016722394"
"app_app4","topic_topic21","0.0","0","5978","4.195267558528442"
"app_app4","topic_topic5","0.0","0","5978","4.197680334728029"
"app_app4","topic_topic6","0.0","0","5978","4.193654682274252"
"app_app4","topic_topic16","0.0","0","5978","4.227054393305427"
"app_app4","topic_topic27","0.0","0","5978","4.192755016722394"
"app_app4","topic_topic21","0.0","0","5978","4.195267558528442"
"app_app3","topic_topic1","0.0","0","7173","3.0177700668896343"
"app_app3","topic_topic23","0.0","0","7173","3.04728619246861"
"app_app3","topic_topic3","0.0","0","7173","3.017076086956529"
"app_app3","topic_topic16","0.0","0","7173","3.03152970711297"
"app_app3","topic_topic27","0.0","0","7173","3.021439799331098"
"app_app3","topic_topic4","0.0","0","7173","3.016688702928878"
"app_app3","topic_topic1","0.0","0","7173","3.0177700668896343"
"app_app3","topic_topic23","0.0","0","7173","3.04728619246861"
"app_app3","topic_topic3","0.0","0","7173","3.017076086956529"
"app_app3","topic_topic16","0.0","0","7173","3.03152970711297"
"app_app3","topic_topic27","0.0","0","7173","3.021439799331098"
"app_app3","topic_topic4","0.0","0","7173","3.016688702928878"
"app_app3","topic_topic1","0.0","0","7173","3.0177700668896343"
"app_app3","topic_topic23","0.0","0","7173","3.04728619246861"
"app_app3","topic_topic3","0.0","0","7173","3.017076086956529"
"app_app3","topic_topic16","0.0","0","7173","3.03152970711297"
"app_app3","topic_topic27","0.0","0","7173","3.021439799331098"
"app_app3","topic_topic4","0.0","0","7173","3.016688702928878"
"app_app3","topic_topic1","0.0","0","7173","3.0177700668896343"
"app_app3","topic_topic23","0.0","0","7173","3.04728619246861"
"app_app3","topic_topic3","0.0","0","7173","3.017076086956529"
"app_app3","topic_topic16","0.0","0","7173","3.03152970711297"
"app_app3","topic_topic27","0.0","0","7173","3.021439799331098"
"app_app3","topic_topic4","0.0","0","7173","3.016688702928878"
"app_app3","topic_topic1","0.0","0","7173","3.0177700668896343"
"app_app3","topic_topic23","0.0","0","7173","3.04728619246861"
"app_app3","topic_topic3","0.0","0","7173","3.017076086956529"
"app_app3","topic_topic16","0.0","0","7173","3.03152970711297"
"app_app3","topic_topic27","0.0","0","7173","3.021439799331098"
"app_app3","topic_topic4","0.0","0","7173","3.016688702928878"
"app_app3","topic_topic1","0.0","0","7173","3.0177700668896343"
"app_app3","topic_topic23","0.0","0","7173","3.04728619246861"
"app_app3","topic_topic3","0.0","0","7173","3.017076086956529"
"app_app3","topic_topic16","0.0","0","7173","3.03152970711297"
"app_app3","topic_topic27","0.0","0","7173","3.021439799331098"
"app_app3","topic_topic4","0.0","0","7173","3.016688702928878"
"app_app9","topic_topic2","0.0","0","5978","0.5071656903765681"
"app_app9","topic_topic12","0.0","0","5978","0.4841630434782623"
"app_app9","topic_topic29","0.0","0","5978","0.48016806020067054"
"app_app9","topic_topic10","0.0","0","5978","0.47626086956522085"
"app_app9","topic_topic22","0.0","0","5978","0.47841171548117106"
"app_app9","topic_topic2","0.0","0","5978","0.5071656903765681"
"app_app9","topic_topic12","0.0","0","5978","0.4841630434782623"
"app_app9","topic_topic29","0.0","0","5978","0.48016806020067054"
"app_app9","topic_topic10","0.0","0","5978","0.47626086956522085"
"app_app9","topic_topic22","0.0","0","5978","0.47841171548117106"
"app_app9","topic_topic2","0.0","0","5978","0.5071656903765681"
"app_app9","topic_topic12","0.0","0","5978","0.4841630434782623"
"app_app9","topic_topic29","0.0","0","5978","0.48016806020067054"
"app_app9","topic_topic10","0.0","0","5978","0.47626086956522085"
"app_app9","topic_topic22","0.0","0","5978","0.47841171548117106"
"app_app9","topic_topic2","0.0","0","5978","0.5071656903765681"
"app_app9","topic_topic12","0.0","0","5978","0.4841630434782623"
"app_app9","topic_topic29","0.0","0","5978","0.48016806020067054"
"app_app9","topic_topic10","0.0","0","5978","0.47626086956522085"
"app_app9","topic_topic22","0.0","0","5978","0.47841171548117106"
"app_app9","topic_topic2","0.0","0","5978","0.5071656903765681"
"app_app9","topic_topic12","0.0","0","5978","0.4841630434782623"
"app_app9","topic_topic29","0.0","0","5978","0.48016806020067054"
"app_app9","topic_topic10","0.0","0","5978","0.47626086956522085"
"app_app9","topic_topic22","0.0","0","5978","0.47841171548117106"
"app_app8","topic_topic28","0.0","0","4903","0.5807583333333332"
"app_app8","topic_topic9","0.0","0","4903","0.5805459866220736"
"app_app8","topic_topic7","0.0","0","4903","0.5807382943143814"
"app_app8","topic_topic21","0.0","0","4903","0.5776948160535115"
"app_app8","topic_topic11","0.0","0","4903","0.5967581589958162"
"app_app8","topic_topic28","0.0","0","4903","0.5807583333333332"
"app_app8","topic_topic9","0.0","0","4903","0.5805459866220736"
"app_app8","topic_topic7","0.0","0","4903","0.5807382943143814"
"app_app8","topic_topic21","0.0","0","4903","0.5776948160535115"
"app_app8","topic_topic11","0.0","0","4903","0.5967581589958162"
"app_app8","topic_topic28","0.0","0","4903","0.5807583333333332"
"app_app8","topic_topic9","0.0","0","4903","0.5805459866220736"
"app_app8","topic_topic7","0.0","0","4903","0.5807382943143814"
"app_app8","topic_topic21","0.0","0","4903","0.5776948160535115"
"app_app8","topic_topic11","0.0","0","4903","0.5967581589958162"
"app_app8","topic_topic28","0.0","0","4903","0.5807583333333332"
"app_app8","topic_topic9","0.0","0","4903","0.5805459866220736"
"app_app8","topic_topic7","0.0","0","4903","0.5807382943143814"
"app_app8","topic_topic21","0.0","0","4903","0.5776948160535115"
"app_app8","topic_topic11","0.0","0","4903","0.5967581589958162"
"app_app8","topic_topic28","0.0","0","4903","0.5807583333333332"
"app_app8","topic_topic9","0.0","0","4903","0.5805459866220736"
"app_app8","topic_topic7","0.0","0","4903","0.5807382943143814"
"app_app8","topic_topic21","0.0","0","4903","0.5776948160535115"
"app_app8","topic_topic11","0.0","0","4903","0.5967581589958162"
"app_app7","topic_topic1","0.0","0","3215","11.26843470149255"
"app_app7","topic_topic25","0.0","0","3215","11.309970149253733"
"app_app7","topic_topic2","0.0","0","3215","11.282656716417906"
"app_app7","topic_topic17","0.0","0","3215","11.325970149253733"
