,topic,app,category,mean,min,max,std
0,topic_topic1,app_app1,AN,24.33043478260869,1,65,16.598112029813613
1,topic_topic1,app_app3,AN,24.86521739130435,8,58,13.245881248141664
2,topic_topic1,app_app5,RT,16.35,2,58,12.666068399583544
3,topic_topic1,app_app7,RT,16.591666666666665,3,58,12.573796112353456
4,topic_topic10,app_app11,TS,22.237776849143334,2,81,13.525673979288277
5,topic_topic10,app_app9,TS,17.847471792728793,1,82,12.167953126118176
6,topic_topic11,app_app12,TS,21.079166666666666,2,76,11.768734601759558
7,topic_topic11,app_app15,ST,18.374193548387098,2,67,13.168085302078014
8,topic_topic11,app_app8,RT,15.366666666666667,1,75,14.520553905900709
9,topic_topic12,app_app10,TS,19.69625520110957,3,90,13.629343338763352
10,topic_topic12,app_app2,AN,26.613702623906704,5,89,16.186442519993204
11,topic_topic12,app_app9,TS,18.86685159500693,1,81,14.735125162210224
12,topic_topic13,app_app10,TS,24.80604796663191,1,79,16.90548220928306
13,topic_topic13,app_app11,TS,32.86861313868613,11,94,16.663232100181016
14,topic_topic13,app_app12,TS,34.98331595411887,14,81,14.867533846881566
15,topic_topic14,app_app1,AN,27.518942731277534,1,91,14.51944335065112
16,topic_topic14,app_app13,ST,25.306122448979597,2,73,15.599885321956227
17,topic_topic14,app_app16,ST,20.08503401360544,4,73,11.710460739110408
18,topic_topic14,app_app5,RT,14.926544240400668,1,86,16.275754884806584
19,topic_topic15,app_app15,ST,14.914529914529917,2,41,9.55766115155494
20,topic_topic15,app_app6,RT,18.404166666666665,2,66,15.112658640540223
21,topic_topic16,app_app16,ST,19.45382262996942,1,78,13.896303842042188
22,topic_topic16,app_app3,AN,23.12389380530973,2,83,12.097111714657885
23,topic_topic16,app_app4,AN,25.223767383059418,6,90,12.103098811941132
24,topic_topic17,app_app10,TS,14.986422976501306,1,73,10.266807638165613
25,topic_topic17,app_app16,ST,18.82576162479957,3,106,10.410432814482697
26,topic_topic17,app_app7,RT,10.02402088772846,2,63,8.210809675498162
27,topic_topic18,app_app10,TS,16.70653685674548,1,75,12.971304812154903
28,topic_topic18,app_app12,TS,19.14649976819657,1,81,13.32210673517099
29,topic_topic19,app_app13,ST,15.794105083297737,1,72,11.534318148448856
30,topic_topic19,app_app2,AN,24.75318961724593,4,115,14.937789707475154
31,topic_topic19,app_app5,RT,15.783117425825324,1,80,13.851011426430867
32,topic_topic2,app_app1,AN,25.62008733624454,1,78,17.84726687155426
33,topic_topic2,app_app13,ST,20.493617021276595,5,65,13.0141370443324
34,topic_topic2,app_app15,ST,29.13617021276596,6,74,16.71989769421057
35,topic_topic2,app_app7,RT,15.783333333333331,2,77,12.729190449199717
36,topic_topic2,app_app9,TS,23.822916666666668,2,74,12.599992371395327
37,topic_topic20,app_app14,ST,17.512820512820515,5,48,10.31488393716449
38,topic_topic20,app_app6,RT,15.983333333333333,2,57,13.718315847042549
39,topic_topic21,app_app1,AN,28.64792899408284,7,107,19.27194111196636
40,topic_topic21,app_app4,AN,28.70562130177515,10,91,14.816928188620798
41,topic_topic21,app_app8,RT,15.085991678224689,2,87,12.64343640194115
42,topic_topic22,app_app2,AN,48.348633879781424,20,102,15.70661632152888
43,topic_topic22,app_app5,RT,38.71011470281543,9,88,16.516879829371355
44,topic_topic22,app_app9,TS,35.82794577685089,7,77,17.58631000630817
45,topic_topic23,app_app13,ST,14.406276505513146,1,70,10.697745567757629
46,topic_topic23,app_app3,AN,24.783101045296167,2,79,11.670385629876373
47,topic_topic24,app_app14,ST,16.72484166080225,1,82,13.222404510861669
48,topic_topic24,app_app15,ST,19.23786066150598,5,64,11.270664998327064
49,topic_topic25,app_app16,ST,18.71514423076923,1,92,14.06280428794346
50,topic_topic25,app_app7,RT,14.110254890337876,1,71,10.68778009186428
51,topic_topic26,app_app1,AN,53.78993435448578,26,106,16.020637600122615
