,topic,app,category,mean,min,max,std
52,topic_topic26,app_app11,TS,46.85274151436031,11,99,14.363334130679952
53,topic_topic26,app_app6,RT,43.23498694516972,9,103,16.24225972515688
54,topic_topic27,app_app3,AN,20.08872549019608,1,93,14.195249927124
55,topic_topic27,app_app4,AN,22.27745098039216,2,91,14.186091779382874
56,topic_topic28,app_app14,ST,17.05501066098081,2,93,10.588726046783346
57,topic_topic28,app_app8,RT,12.961136648558297,1,76,10.55799768400475
58,topic_topic29,app_app11,TS,23.666666666666668,4,59,13.979861985858587
59,topic_topic29,app_app9,TS,19.825,1,54,12.212321441031577
60,topic_topic3,app_app2,AN,22.002967359050444,1,89,16.649698874398464
61,topic_topic3,app_app3,AN,24.369436201780417,3,90,15.016633194227662
62,topic_topic30,app_app15,ST,16.40682788051209,1,80,12.015638387087469
63,topic_topic30,app_app16,ST,18.864864864864863,4,92,13.940561765555303
64,topic_topic30,app_app7,RT,15.018030513176145,1,78,13.557427525741542
65,topic_topic4,app_app13,ST,12.553054662379422,1,70,11.474576478397664
66,topic_topic4,app_app3,AN,19.364939360529217,1,77,15.277210554638431
67,topic_topic5,app_app14,ST,15.7502116850127,1,72,12.66194460013336
68,topic_topic5,app_app4,AN,27.119152691968225,8,83,12.034509947236211
69,topic_topic5,app_app6,RT,14.674457429048417,1,61,12.931573608333345
70,topic_topic6,app_app11,TS,20.93762993762994,1,91,16.526161051332547
71,topic_topic6,app_app4,AN,22.96231884057971,1,82,14.609692129498034
72,topic_topic7,app_app12,TS,20.451957295373667,6,75,11.338849175192342
73,topic_topic7,app_app5,RT,15.29952550415184,1,87,15.479894869646673
74,topic_topic7,app_app8,RT,14.87129300118624,2,76,11.210610451492292
75,topic_topic8,app_app14,ST,14.36556854410202,1,81,10.853342797923538
76,topic_topic8,app_app6,RT,10.655874673629242,1,74,8.969011477350039
77,topic_topic9,app_app2,AN,24.32959531935641,3,93,17.50137546600288
78,topic_topic9,app_app7,RT,14.816875289754288,1,66,12.497136327623698
79,topic_topic9,app_app8,RT,16.277236903106164,1,80,12.987438849594572
