"app, topic, category, priority, msgreceived, responsetime"
"app_app6","topic_topic8/app_app6","RT","0","6886","16.335421888053467"
"app_app6","topic_topic26/app_app6","RT","0","6886","51.909774436090224"
"app_app6","topic_topic5/app_app6","RT","0","6886","19.795060080106808"
"app_app6","topic_topic20/app_app6","RT","0","6886","21.513333333333332"
"app_app6","topic_topic15/app_app6","RT","0","6886","27.823333333333334"
"app_app5","topic_topic1/app_app5","RT","0","8096","23.726666666666667"
"app_app5","topic_topic14/app_app5","RT","0","8096","25.23497997329773"
"app_app5","topic_topic7/app_app5","RT","0","8096","23.23481973434535"
"app_app5","topic_topic22/app_app5","RT","0","8096","54.862385321100916"
"app_app5","topic_topic19/app_app5","RT","0","8096","24.805081912403878"
"app_app4","topic_topic21/app_app4","AN","3","8535","36.02900232018561"
"app_app4","topic_topic27/app_app4","AN","3","8535","27.890101325019486"
"app_app4","topic_topic16/app_app4","AN","3","8535","30.124811273276297"
"app_app4","topic_topic5/app_app4","AN","3","8535","31.91145467322558"
"app_app4","topic_topic6/app_app4","AN","3","8535","29.31997642899234"
"app_app3","topic_topic3/app_app3","AN","3","8252","32.95070422535211"
"app_app3","topic_topic16/app_app3","AN","3","8252","25.62304982385506"
"app_app3","topic_topic27/app_app3","AN","3","8252","25.02961808261886"
"app_app3","topic_topic4/app_app3","AN","3","8252","30.44589877835951"
"app_app3","topic_topic1/app_app3","AN","3","8252","32.68041237113402"
"app_app3","topic_topic23/app_app3","AN","3","8252","26.822695035460992"
"app_app9","topic_topic12/app_app9","TS","2","5991","26.251942286348502"
"app_app9","topic_topic2/app_app9","TS","2","5991","26.166666666666668"
"app_app9","topic_topic29/app_app9","TS","2","5991","25.746666666666666"
"app_app9","topic_topic10/app_app9","TS","2","5991","24.42026078234704"
"app_app9","topic_topic22/app_app9","TS","2","5991","59.0208507089241"
"app_app8","topic_topic21/app_app8","RT","0","9296","23.563817980022197"
"app_app8","topic_topic9/app_app8","RT","0","9296","21.40467359050445"
"app_app8","topic_topic7/app_app8","RT","0","9296","20.368121442125236"
"app_app8","topic_topic28/app_app8","RT","0","9296","18.972918756268808"
"app_app8","topic_topic11/app_app8","RT","0","9296","17.975"
"app_app7","topic_topic2/app_app7","RT","0","9000","21.126666666666665"
"app_app7","topic_topic1/app_app7","RT","0","9000","23.233333333333334"
"app_app7","topic_topic25/app_app7","RT","0","9000","17.427216690374586"
"app_app7","topic_topic9/app_app7","RT","0","9000","19.514836795252226"
"app_app7","topic_topic17/app_app7","RT","0","9000","17.694235588972433"
"app_app7","topic_topic30/app_app7","RT","0","9000","21.284128745837958"
"app_app11","topic_topic10/app_app11","TS","2","8688","28.4670678702775"
"app_app11","topic_topic13/app_app11","TS","2","8688","44.996663886572144"
"app_app11","topic_topic29/app_app11","TS","2","8688","26.7"
"app_app11","topic_topic26/app_app11","TS","2","8688","52.80200501253133"
"app_app11","topic_topic6/app_app11","TS","2","8688","27.376385809312637"
"app_app10","topic_topic18/app_app10","TS","2","7190","21.602373887240358"
"app_app10","topic_topic13/app_app10","TS","2","7190","34.11592994161801"
"app_app10","topic_topic17/app_app10","TS","2","7190","20.605263157894736"
"app_app10","topic_topic12/app_app10","TS","2","7190","26.156492785793564"
"app_app15","topic_topic15/app_app15","VS","1","4128","23.77364864864865"
"app_app15","topic_topic30/app_app15","VS","1","4128","20.600901916572717"
"app_app15","topic_topic2/app_app15","VS","1","4128","26.74914675767918"
"app_app15","topic_topic24/app_app15","VS","1","4128","24.582721626199888"
"app_app15","topic_topic11/app_app15","VS","1","4128","22.374149659863946"
"app_app14","topic_topic20/app_app14","VS","1","8807","22.667796610169493"
"app_app14","topic_topic5/app_app14","VS","1","8807","25.30346232179226"
"app_app14","topic_topic28/app_app14","VS","1","8807","21.120395634379264"
"app_app14","topic_topic8/app_app14","VS","1","8807","22.148116438356166"
"app_app14","topic_topic24/app_app14","VS","1","8807","23.68379446640316"
"app_app13","topic_topic19/app_app13","VS","1","7609","21.25853825136612"
"app_app13","topic_topic2/app_app13","VS","1","7609","19.895904436860068"
"app_app13","topic_topic23/app_app13","VS","1","7609","26.374572795625426"
