category,lower_whisker,Q1,median,Q3,upper_whisker
AN,24.5359765051395,28.47821350762528,30.27777777777778,32.69352517985612,39.01649268820237
RT,16.648041775456917,19.461752433936024,21.77083333333333,24.447137484329293,31.925215059919196
TS,19.43237597911228,25.25647022966323,26.868282224532226,32.40945755126868,43.13893853367686
VS,16.287630178711684,21.33871524918099,23.51050799177085,24.706105296160526,29.757190366629832
