"app, topic, category, droprate, priority, msgreceived, responsetime"
"app_app2","topic_topic3/app_app2","AN","0.0","0","308","0.010346666666666672"
"app_app2","topic_topic19/app_app2","AN","0.0","0","308","0.012600000000000009"
"app_app2","topic_topic22/app_app2","AN","0.0","0","308","0.018625000000000003"
"app_app2","topic_topic9/app_app2","AN","0.0","0","308","0.008093333333333336"
"app_app2","topic_topic12/app_app2","AN","0.0","0","308","0.006693333333333335"
"app_app1","topic_topic26/app_app1","AN","0.0","0","1639","0.003986666666666668"
"app_app1","topic_topic2/app_app1","AN","0.0","0","1639","0.004139189189189154"
"app_app1","topic_topic1/app_app1","AN","0.0","0","1639","0.003288798920377833"
"app_app1","topic_topic14/app_app1","AN","0.0","0","1639","0.013853333333333339"
"app_app1","topic_topic21/app_app1","AN","0.0","0","1639","0.016"
