,topic,app,category,mean,min,max,std
0,topic_topic1,app_app1,AN,47.5,3,104,20.8597628728845
1,topic_topic1,app_app3,AN,42.90416666666667,4,92,16.975098157643906
2,topic_topic1,app_app5,RT,44.43333333333333,6,111,17.9805721902863
3,topic_topic1,app_app7,RT,45.30416666666667,17,86,15.691694340292804
4,topic_topic10,app_app11,TS,40.73715002089428,2,110,17.82321758319851
5,topic_topic10,app_app9,TS,36.27789385708316,1,117,18.81068996875897
6,topic_topic11,app_app12,TS,35.47083333333333,2,106,15.799077142432722
7,topic_topic11,app_app15,ST,43.15416666666667,4,100,17.475935835695136
8,topic_topic11,app_app8,RT,43.29166666666666,2,115,20.08786371457082
9,topic_topic12,app_app10,TS,34.471567267683774,2,101,17.08758756496249
10,topic_topic12,app_app2,AN,41.59639389736477,3,110,22.126641515506613
11,topic_topic12,app_app9,TS,35.53814147018031,2,109,19.352906798232397
12,topic_topic13,app_app10,TS,49.78623566214807,8,116,19.006623895108923
13,topic_topic13,app_app11,TS,58.90406673618352,16,121,22.233041064334916
14,topic_topic13,app_app12,TS,62.84462982273201,17,114,17.223019802294147
15,topic_topic14,app_app1,AN,44.65943238731219,4,120,20.884074517027734
16,topic_topic14,app_app13,ST,38.269616026711184,1,106,19.931669279989087
17,topic_topic14,app_app16,ST,39.4966611018364,2,116,19.343862974872668
18,topic_topic14,app_app5,RT,53.69616026711185,6,143,31.422411138422724
19,topic_topic15,app_app15,ST,36.30833333333333,3,87,16.170015038086355
20,topic_topic15,app_app6,RT,34.916666666666664,2,75,14.00363571042111
21,topic_topic16,app_app16,ST,38.429418742586,1,103,19.07789904436036
22,topic_topic16,app_app3,AN,34.56109134045077,2,99,15.074556699899242
23,topic_topic16,app_app4,AN,38.59134045077106,4,113,14.829704603179245
24,topic_topic17,app_app10,TS,34.228720626631855,1,85,13.835158451798891
25,topic_topic17,app_app16,ST,41.28250652741514,2,112,18.04597871953785
26,topic_topic17,app_app7,RT,40.50496083550914,4,106,15.258940590953086
27,topic_topic18,app_app10,TS,35.3342605470561,1,105,17.485721688330973
28,topic_topic18,app_app12,TS,39.46407046824293,1,114,18.938045478361456
29,topic_topic19,app_app13,ST,35.894274968658586,1,111,17.371076125910758
30,topic_topic19,app_app2,AN,48.31216046803176,4,128,25.51989367726
31,topic_topic19,app_app5,RT,46.07354784788968,2,151,25.68925324460353
32,topic_topic2,app_app1,AN,51.19791666666666,5,123,23.00731470853182
33,topic_topic2,app_app13,ST,46.55416666666667,7,111,17.10623759476564
34,topic_topic2,app_app15,ST,59.50416666666667,9,118,21.0365023082911
35,topic_topic2,app_app7,RT,42.1375,3,115,16.794156268176028
36,topic_topic2,app_app9,TS,50.13333333333333,11,145,22.959229847977216
37,topic_topic20,app_app14,ST,39.958333333333336,13,106,17.05928419151629
38,topic_topic20,app_app6,RT,49.8,15,103,19.952076474606237
39,topic_topic21,app_app1,AN,51.92916666666667,7,124,25.551371459262903
40,topic_topic21,app_app4,AN,46.25416666666667,10,112,18.824513044881467
41,topic_topic21,app_app8,RT,42.452777777777776,2,106,20.93278183322491
42,topic_topic22,app_app2,AN,81.72054223149114,42,134,13.967868933553415
43,topic_topic22,app_app5,RT,73.5881126173097,28,156,15.50776977069206
44,topic_topic22,app_app9,TS,64.94681960375391,11,134,15.67560928017102
45,topic_topic23,app_app13,ST,40.95242070116861,2,122,21.946625615868896
46,topic_topic23,app_app3,AN,35.12771285475793,3,96,15.20463203652427
47,topic_topic24,app_app14,ST,42.90852390852391,3,103,21.317686931599287
48,topic_topic24,app_app15,ST,40.79348579348579,6,124,17.766603235998573
49,topic_topic25,app_app16,ST,42.31435349940688,2,118,20.60669409033218
50,topic_topic25,app_app7,RT,38.119217081850536,3,102,15.587886900465062
51,topic_topic26,app_app1,AN,83.2308093994778,27,147,23.2501051361701
52,topic_topic26,app_app11,TS,74.31853785900783,22,140,23.53222841648365
53,topic_topic26,app_app6,RT,72.53942558746736,15,141,24.06619412733076
54,topic_topic27,app_app3,AN,37.27260083449235,1,102,19.26441477391195
55,topic_topic27,app_app4,AN,39.599443671766345,2,101,18.501089564921365
56,topic_topic28,app_app14,ST,36.43209360635186,1,123,16.90014960070919
57,topic_topic28,app_app8,RT,38.30254910154618,2,109,15.57081345960063
58,topic_topic29,app_app11,TS,42.375,2,87,18.12765634841394
59,topic_topic29,app_app9,TS,39.275,1,84,16.602899630806284
60,topic_topic3,app_app2,AN,39.6990291262136,1,110,20.995954945086325
61,topic_topic3,app_app3,AN,36.28294036061026,2,96,17.984417644420358
62,topic_topic30,app_app15,ST,31.436893203883496,1,93,14.871831064912657
63,topic_topic30,app_app16,ST,34.87933425797503,2,114,15.98491050962176
64,topic_topic30,app_app7,RT,37.10679611650485,3,103,17.466824772623685
65,topic_topic4,app_app13,ST,23.493222106360797,1,77,14.188622935931775
66,topic_topic4,app_app3,AN,25.431699687174135,1,95,16.31319497210213
67,topic_topic5,app_app14,ST,37.85976627712855,1,104,20.050863491689583
68,topic_topic5,app_app4,AN,39.10100166944908,5,109,15.579766959466232
69,topic_topic5,app_app6,RT,41.1644407345576,2,112,20.187562553480888
70,topic_topic6,app_app11,TS,41.95841995841996,1,106,21.07027909223372
71,topic_topic6,app_app4,AN,40.46777546777547,1,104,20.60437808732986
72,topic_topic7,app_app12,TS,39.30249110320285,4,97,14.325212351803131
73,topic_topic7,app_app5,RT,44.9650059311981,1,131,27.81487055419374
74,topic_topic7,app_app8,RT,39.245551601423486,2,113,17.94181730185604
75,topic_topic8,app_app14,ST,41.675718015665794,2,113,18.11598561031354
76,topic_topic8,app_app6,RT,41.53733681462141,1,110,19.04227382656189
77,topic_topic9,app_app2,AN,47.85535465924896,3,143,26.55362543033036
78,topic_topic9,app_app7,RT,37.94622160407974,1,103,19.55210157798875
79,topic_topic9,app_app8,RT,40.29114510894761,2,116,19.1956188095181
