category,lower_whisker,Q1,median,Q3,upper_whisker
AN,25.43169968717413,38.59134045077106,41.59639389736477,47.85535465924896,61.751375971965814
RT,34.916666666666664,39.245551601423486,42.1375,45.30416666666667,54.392089264531435
TS,34.228720626631855,35.72307956690602,40.10061024456861,50.04655891553702,71.53177793848351
VS,28.24981851534148,36.40115353809723,39.72749721758487,41.83537688660107,49.98671190935682
