"topic","app","response_time","throughput","drop_rate"
"topic1","app3","0.0884342863572589","0.020322371705206944","0.0"
"topic10","app9","0.1036044093516322","0.9387394163884114","0.0"
"topic2","app9","0.11149986735509733","0.38520631232522184","0.0"
"topic17","app7","0.10341966172105181","1.5424061626472116","0.0"
"topic11","app8","0.10333017845786312","0.4026307191716894","0.0"
"topic1","app5","0.08615358460293669","0.020322371705206944","0.0"
"topic22","app9","0.10569835248437673","3.9974797748114614","0.0"
"topic2","app1","0.11364780949301068","0.38520631232522184","0.0"
"topic9","app7","0.10531044082074185","1.2790048029373144","0.0"
"topic21","app4","0.1040940204660287","1.1593332783745836","0.0"
"topic14","app16","0.11234989823649577","0.9816573687224487","0.0"
"topic22","app2","0.10584527654999591","3.9974797748114614","0.0"
"topic25","app16","0.10243716685724666","1.3734622260309395","0.0"
"topic17","app16","0.10376611172207177","1.5424061626472116","0.0"
"topic4","app3","0.1053395948046556","0.08041462571030315","0.0"
"topic2","app13","0.11390255758808664","0.38520631232522184","0.0"
"topic5","app14","0.10940644796805282","0.9868076423070133","0.0"
"topic6","app11","0.10734625238774957","0.04226474939005498","0.0"
"topic6","app4","0.10751291905441387","0.04226474939005498","0.0"
"topic26","app6","0.10768167694024354","7.085457591658695","0.0"
"topic16","app16","0.10611289552717192","1.3906817117185748","0.0"
"topic23","app13","0.10356251427383803","0.9900176873786796","0.0"
"topic21","app8","0.1040454093549155","1.1593332783745836","0.0"
"topic12","app2","0.10585143847589111","0.14375866946799376","0.0"
"topic20","app6","0.10682455731277521","0.18847208373090804","0.0"
"topic28","app8","0.10252510029529435","1.9255397386612274","0.0"
"topic18","app12","0.09756418311304874","0.8340463070784778","0.0"
"topic11","app12","0.10304684512452596","0.4026307191716894","0.0"
"topic15","app6","0.10020519976100557","0.19656327117629158","0.0"
"topic19","app5","0.10662056411871562","1.9372435870580873","0.0"
"topic9","app8","0.10246145495938559","1.2790048029373144","0.0"
"topic14","app13","0.11102629123090743","0.9816573687224487","0.0"
"topic12","app10","0.10612896117766506","0.14375866946799376","0.0"
"topic14","app5","0.11117002747490264","0.9816573687224487","0.0"
"topic7","app5","0.10774303299800263","1.3441713661145633","0.0"
"topic9","app2","0.10511895621405791","1.2790048029373144","0.0"
"topic3","app2","0.10020129422099151","0.012786919104489692","0.0"
"topic25","app7","0.1010604035091452","1.3734622260309395","0.0"
"topic13","app12","0.10519369731497254","2.270098761837552","0.0"
"topic10","app11","0.0999675389527503","0.9387394163884114","0.0"
"topic20","app14","0.10650930880775378","0.18847208373090804","0.0"
"topic8","app6","0.10178638519747497","1.5661879206144156","0.0"
"topic8","app14","0.10008453808488324","1.5661879206144156","0.0"
"topic7","app8","0.10773345816598419","1.3441713661145633","0.0"
"topic23","app3","0.10370506045352931","0.9900176873786796","0.0"
"topic4","app13","0.10496072413070578","0.08041462571030315","0.0"
"topic2","app7","0.11164248478538752","0.38520631232522184","0.0"
"topic5","app4","0.10952132749745694","0.9868076423070133","0.0"
"topic18","app10","0.09731979552675292","0.8340463070784778","0.0"
"topic24","app14","0.10394024872611855","2.3495276724593914","0.0"
"topic21","app1","0.1048377811753394","1.1593332783745836","0.0"
"topic13","app10","0.10569099166342244","2.270098761837552","0.0"
"topic16","app3","0.10616993220277855","1.3906817117185748","0.0"
"topic19","app13","0.10283721834243766","1.9372435870580873","0.0"
"topic1","app1","0.08621206413506155","0.020322371705206944","0.0"
"topic30","app15","0.11158798502656712","0.05802247355397299","0.0"
"topic11","app15","0.10353017845786017","0.4026307191716894","0.0"
"topic28","app14","0.10248900548493901","1.9255397386612274","0.0"
"topic30","app16","0.11142673534150332","0.05802247355397299","0.0"
"topic24","app15","0.10373671983748448","2.3495276724593914","0.0"
"topic29","app9","0.08575878337510448","0.006780367172136647","0.0"
"topic29","app11","0.08593307531412295","0.006780367172136647","0.0"
"topic12","app9","0.10574532685464201","0.14375866946799376","0.0"
"topic1","app7","0.08591966647426318","0.020322371705206944","0.0"
"topic26","app1","0.10640776536771823","7.085457591658695","0.0"
"topic19","app2","0.10290233515002352","1.9372435870580873","0.0"
"topic22","app5","0.10589336525357385","3.9974797748114614","0.0"
"topic7","app12","0.10785114043310141","1.3441713661145633","0.0"
"topic27","app3","0.10356611426744466","0.35919743129616605","0.0"
"topic3","app3","0.1004762083103439","0.012786919104489692","0.0"
"topic16","app4","0.10558298170596606","1.3906817117185748","0.0"
"topic30","app7","0.11138642292024187","0.05802247355397299","0.0"
"topic14","app1","0.11206101919914628","0.9816573687224487","0.0"
"topic26","app11","0.10534515382775621","7.085457591658695","0.0"
"topic13","app11","0.10565517294997104","2.270098761837552","0.0"
"topic15","app15","0.1001015083194527","0.19656327117629158","0.0"
"topic5","app6","0.10944318211367624","0.9868076423070133","0.0"
"topic2","app15","0.1135113372992204","0.38520631232522184","0.0"
"topic27","app4","0.10230624748200688","0.35919743129616605","0.0"
"topic17","app10","0.10359084167367547","1.5424061626472116","0.0"
