"topic","app","response_time","throughput","drop_rate"
"topic1","app3","0.055619355110002086","0.019397996895719395","0.0"
"topic10","app9","0.055369018784180025","0.9599151634427848","0.0"
"topic2","app9","0.06337869996609276","0.3916398525034602","0.0"
"topic17","app7","0.057333997326577416","1.5555066268721742","0.0"
"topic11","app8","0.05918201263405887","0.3795992567197474","0.0"
"topic1","app5","0.05481935511000862","0.019397996895719395","0.0"
"topic22","app9","0.05797715954887878","3.9398191747193696","0.0"
"topic2","app1","0.06340354250911664","0.3916398525034602","0.0"
"topic9","app7","0.05792336999629923","1.3271018739160745","0.0"
"topic21","app4","0.05796231382386992","1.1658793118848485","0.0"
"topic14","app16","0.06279486550364154","0.9945235350852307","0.0"
"topic22","app2","0.05797003141367131","3.9398191747193696","0.0"
"topic25","app16","0.05482164727466762","1.3407522862361994","0.0"
"topic17","app16","0.05743552793881985","1.5555066268721742","0.0"
"topic4","app3","0.05333058744250505","0.0747231625181275","0.0"
"topic2","app13","0.0633944004689842","0.3916398525034602","0.0"
"topic5","app14","0.059572276197382076","0.9707564909970763","0.0"
"topic6","app11","0.05794983810516441","0.040082398196396765","0.0"
"topic6","app4","0.05690874221476631","0.040082398196396765","0.0"
"topic26","app6","0.05897483306662563","7.286976459117729","0.0"
"topic16","app16","0.05793963049349114","1.3677757140228954","0.0"
"topic23","app13","0.05393875149406673","0.9671597580456744","0.0"
"topic21","app8","0.05769818683974693","1.1658793118848485","0.0"
"topic12","app2","0.05567178718968334","0.14252973737466587","0.0"
"topic20","app6","0.05375656624119886","0.19464321902203216","0.0"
"topic28","app8","0.055245853438140875","1.9738687802368655","0.0"
"topic18","app12","0.054248785599167106","0.8570656957958821","0.0"
"topic11","app12","0.05908802900999522","0.3795992567197474","0.0"
"topic15","app6","0.05298934759974956","0.1896737648542548","0.0"
"topic19","app5","0.059264760915749774","1.9096184367338014","0.0"
"topic9","app8","0.058069392723569806","1.3271018739160745","0.0"
"topic14","app13","0.06285801958980522","0.9945235350852307","0.0"
"topic12","app10","0.05539513012917179","0.14252973737466587","0.0"
"topic14","app5","0.06254407092515962","0.9945235350852307","0.0"
"topic7","app5","0.0604025118959698","1.3318784581266896","0.0"
"topic9","app2","0.057807168686313706","1.3271018739160745","0.0"
"topic3","app2","0.05953528237361221","0.010304428275126603","0.0"
"topic25","app7","0.05473604121406349","1.3407522862361994","0.0"
"topic13","app12","0.05884820994200515","2.297529144193851","0.0"
"topic10","app11","0.0552218635011383","0.9599151634427848","0.0"
"topic20","app14","0.05364389018486598","0.19464321902203216","0.0"
"topic8","app6","0.054517446543638284","1.5596757541752795","0.0"
"topic8","app14","0.05449047819651265","1.5596757541752795","0.0"
"topic7","app8","0.06040017161824274","1.3318784581266896","0.0"
"topic23","app3","0.054363746797472585","0.9671597580456744","0.0"
"topic4","app13","0.053139761754434474","0.0747231625181275","0.0"
"topic2","app7","0.06335898380232315","0.3916398525034602","0.0"
"topic5","app4","0.05961155827433311","0.9707564909970763","0.0"
"topic18","app10","0.0540378006830301","0.8570656957958821","0.0"
"topic24","app14","0.05436843789772708","2.3881253821783623","0.0"
"topic21","app1","0.059600860863021875","1.1658793118848485","0.0"
"topic13","app10","0.058361115292611225","2.297529144193851","0.0"
"topic16","app3","0.05804964070230023","1.3677757140228954","0.0"
"topic19","app13","0.05931935275248354","1.9096184367338014","0.0"
"topic1","app1","0.05499078368145872","0.019397996895719395","0.0"
"topic30","app15","0.058052489698677344","0.05933131065886158","0.0"
"topic11","app15","0.05920764453153383","0.3795992567197474","0.0"
"topic28","app14","0.055298509580215933","1.9738687802368655","0.0"
"topic30","app16","0.058794949095422405","0.05933131065886158","0.0"
"topic24","app15","0.05397008706295764","2.3881253821783623","0.0"
"topic29","app9","0.03958550091076631","0.007432111229425725","0.0"
"topic29","app11","0.039905500910778074","0.007432111229425725","0.0"
"topic12","app9","0.055740951454813926","0.14252973737466587","0.0"
"topic1","app7","0.05704792653855679","0.019397996895719395","0.0"
"topic26","app1","0.058956104719093266","7.286976459117729","0.0"
"topic19","app2","0.0594060874463607","1.9096184367338014","0.0"
"topic22","app5","0.05947751049953778","3.9398191747193696","0.0"
"topic7","app12","0.06037580735051408","1.3318784581266896","0.0"
"topic27","app3","0.05568480637615974","0.3569973458034122","0.0"
"topic3","app3","0.059855282373605406","0.010304428275126603","0.0"
"topic16","app4","0.0582351889000287","1.3677757140228954","0.0"
"topic30","app7","0.05769982148522452","0.05933131065886158","0.0"
"topic14","app1","0.06281415622507534","0.9945235350852307","0.0"
"topic26","app11","0.05888396502692043","7.286976459117729","0.0"
"topic13","app11","0.059038303300210905","2.297529144193851","0.0"
"topic15","app15","0.05290842274425885","0.1896737648542548","0.0"
"topic5","app6","0.059443267946715374","0.9707564909970763","0.0"
"topic2","app15","0.06360273380231576","0.3916398525034602","0.0"
"topic27","app4","0.05556540339108743","0.3569973458034122","0.0"
"topic17","app10","0.0574681810000435","1.5555066268721742","0.0"
