"topic","app","response_time","throughput","drop_rate"
"topic1","app3","0.029078479569821177","0.018765012878765034","0.0"
"topic10","app9","0.022848502480461746","0.9403389451686692","0.0"
"topic2","app9","0.0323032124373116","0.3873764566365013","0.0"
"topic17","app7","0.025935610141290758","1.5831866314862102","0.0"
"topic11","app8","0.025689838569854392","0.3921112991840111","0.0"
"topic1","app5","0.0284208166220998","0.018765012878765034","0.0"
"topic22","app9","0.026285470936469792","3.952296849123906","0.0"
"topic2","app1","0.032214544270348255","0.3873764566365013","0.0"
"topic9","app7","0.025780751858250926","1.2558139998406632","0.0"
"topic21","app4","0.025659836557866147","1.174618092198591","0.0"
"topic14","app16","0.02948486042407599","0.9862885590961341","0.0"
"topic22","app2","0.026400915476488998","3.952296849123906","0.0"
"topic25","app16","0.02314215366984267","1.3612895654930952","0.0"
"topic17","app16","0.02590264192858056","1.5831866314862102","0.0"
"topic4","app3","0.02441136384719881","0.08362200208336416","0.0"
"topic2","app13","0.0322550540291492","0.3873764566365013","0.0"
"topic5","app14","0.026134519268721696","0.9965057749706376","0.0"
"topic6","app11","0.023357380672881595","0.038496224755795734","0.0"
"topic6","app4","0.0239816839059053","0.038496224755795734","0.0"
"topic26","app6","0.026960685686592534","7.241206770870685","0.0"
"topic16","app16","0.026107823547464805","1.353696766368919","0.0"
"topic23","app13","0.023286637548894182","0.9797649607304462","0.0"
"topic21","app8","0.025592120640502435","1.174618092198591","0.0"
"topic12","app2","0.026996009406604102","0.14029386117946488","0.0"
"topic20","app6","0.022366289691515013","0.18760479005896874","0.0"
"topic28","app8","0.022754496215957064","1.9596023176580604","0.0"
"topic18","app12","0.022705736688296233","0.852875771661199","0.0"
"topic11","app12","0.025727426335426348","0.3921112991840111","0.0"
"topic15","app6","0.02298804779681145","0.19728533247885863","0.0"
"topic19","app5","0.02623872512871699","1.959608570078253","0.0"
"topic9","app8","0.02579474440410395","1.2558139998406632","0.0"
"topic14","app13","0.028984250601675098","0.9862885590961341","0.0"
"topic12","app10","0.02696539325659875","0.14029386117946488","0.0"
"topic14","app5","0.029336427644088184","0.9862885590961341","0.0"
"topic7","app5","0.025999063327842815","1.3404151147257346","0.0"
"topic9","app2","0.025753428194693645","1.2558139998406632","0.0"
"topic3","app2","0.02482875384568237","0.010336671265824826","0.0"
"topic25","app7","0.023400927514757343","1.3612895654930952","0.0"
"topic13","app12","0.02608146292652957","2.2961356624780067","0.0"
"topic10","app11","0.02265319999724716","0.9403389451686692","0.0"
"topic20","app14","0.022190005036883776","0.18760479005896874","0.0"
"topic8","app6","0.023231652567553253","1.5785384321622047","0.0"
"topic8","app14","0.023096457709975433","1.5785384321622047","0.0"
"topic7","app8","0.02598334943406881","1.3404151147257346","0.0"
"topic23","app3","0.02345583315846554","0.9797649607304462","0.0"
"topic4","app13","0.024175072592542073","0.08362200208336416","0.0"
"topic2","app7","0.03217749158007304","0.3873764566365013","0.0"
"topic5","app4","0.025644787086507827","0.9965057749706376","0.0"
"topic18","app10","0.02278725728631463","0.852875771661199","0.0"
"topic24","app14","0.023320740745504377","2.3761735707743563","0.0"
"topic21","app1","0.02553573952162202","1.174618092198591","0.0"
"topic13","app10","0.026000413659619668","2.2961356624780067","0.0"
"topic16","app3","0.025891253048889274","1.353696766368919","0.0"
"topic19","app13","0.026041943777687482","1.959608570078253","0.0"
"topic1","app1","0.028749648095910275","0.018765012878765034","0.0"
"topic30","app15","0.02616288983119421","0.06416386690269268","0.0"
"topic11","app15","0.02564924032617626","0.3921112991840111","0.0"
"topic28","app14","0.022922471098214624","1.9596023176580604","0.0"
"topic30","app16","0.0264450530827774","0.06416386690269268","0.0"
"topic24","app15","0.02324065706181934","2.3761735707743563","0.0"
"topic29","app9","0.021768256718849043","0.007275077712271388","0.0"
"topic29","app11","0.02200494310933174","0.007275077712271388","0.0"
"topic12","app9","0.027118474006688178","0.14029386117946488","0.0"
"topic1","app7","0.02940731104369555","0.018765012878765034","0.0"
"topic26","app1","0.02615412799874789","7.241206770870685","0.0"
"topic19","app2","0.02636514963014798","1.959608570078253","0.0"
"topic22","app5","0.026294383119956896","3.952296849123906","0.0"
"topic7","app12","0.02619582806440256","1.3404151147257346","0.0"
"topic27","app3","0.022510331043021203","0.36837785245743754","0.0"
"topic3","app3","0.024315933332839695","0.010336671265824826","0.0"
"topic16","app4","0.025979095133023215","1.353696766368919","0.0"
"topic30","app7","0.026404744046824705","0.06416386690269268","0.0"
"topic14","app1","0.029130618123041505","0.9862885590961341","0.0"
"topic26","app11","0.026187024054125103","7.241206770870685","0.0"
"topic13","app11","0.026101731323435858","2.2961356624780067","0.0"
"topic15","app15","0.023084201642964076","0.19728533247885863","0.0"
"topic5","app6","0.026149195112929274","0.9965057749706376","0.0"
"topic2","app15","0.032142078451797285","0.3874984302612241","0.0"
"topic27","app4","0.0227029656594522","0.36837785245743754","0.0"
"topic17","app10","0.02593141354456506","1.5831866314862102","0.0"
