bandwidth,average response time
bandwidth_8_001,858.8579450505772
bandwidth_9_001,104.15824186251514
bandwidth_10_001,57.257928811637534
bandwidth_11_001,40.407936771905646
bandwidth_12_001,31.202597413979305
bandwidth_13_001,25.747666140366103
