"topic","app","response_time","throughput","drop_rate"
"topic1","app3","0.824806562572928","0.01700625990518644","0.0"
"topic10","app9","0.8562659872290367","0.948271696918489","0.0"
"topic2","app9","0.8717497555369629","0.39067727954805714","0.0"
"topic17","app7","0.8580424328396011","1.5909656645215355","0.0"
"topic11","app8","0.852212150589096","0.3893389300568225","0.0"
"topic1","app5","0.8251240228903953","0.01700625990518644","0.0"
"topic22","app9","0.8800671275226203","3.9715120718876773","0.0"
"topic2","app1","0.8716852613074993","0.39067727954805714","0.0"
"topic9","app7","0.852716103918556","1.2841487879576732","0.0"
"topic21","app4","0.8610283625622659","1.2002447654193844","0.0"
"topic14","app16","0.8570778429904996","0.9662880305457502","0.0"
"topic22","app2","0.8802631196829319","3.9715120718876773","0.0"
"topic25","app16","0.8565101086333772","1.3440798108360739","0.0"
"topic17","app16","0.85806356733956","1.5909656645215355","0.0"
"topic4","app3","0.8577892565438395","0.07860769651989685","0.0"
"topic2","app13","0.8719262660597096","0.39067727954805714","0.0"
"topic5","app14","0.8508804120270828","0.979053693472961","0.0"
"topic6","app11","0.9076846354574114","0.042049448137042644","0.0"
"topic6","app4","0.9075887888120433","0.042049448137042644","0.0"
"topic26","app6","0.8989369640185082","7.176860207768164","0.0"
"topic16","app16","0.8587262724810473","1.372564524377886","0.0"
"topic23","app13","0.8577635064698396","0.9731135287167553","0.0"
"topic21","app8","0.860905517977572","1.2002447654193844","0.0"
"topic12","app2","0.8789957362774325","0.14476093425132858","0.0"
"topic20","app6","0.883508156314498","0.2005995776803493","0.0"
"topic28","app8","0.8450103051154151","1.9274345172850103","0.0"
"topic18","app12","0.8522509264423309","0.8447454513626526","0.0"
"topic11","app12","0.8522603433601831","0.3893389300568225","0.0"
"topic15","app6","0.8404181936310522","0.18321445911656653","0.0"
"topic19","app5","0.8634038886017903","1.9500403520599474","0.0"
"topic9","app8","0.8529041237372407","1.2841487879576732","0.0"
"topic14","app13","0.857013077936071","0.9662880305457502","0.0"
"topic12","app10","0.8789957362774334","0.14476093425132858","0.0"
"topic14","app5","0.8567994910544363","0.9662880305457502","0.0"
"topic7","app5","0.8625273559011882","1.322349198504829","0.0"
"topic9","app2","0.8528611017015624","1.2841487879576732","0.0"
"topic3","app2","0.8815487929329742","0.01120392334891576","0.0"
"topic25","app7","0.8567059917913429","1.3440798108360739","0.0"
"topic13","app12","0.8521124186455926","2.2848243968475654","0.0"
"topic10","app11","0.8563380313030585","0.9482729565653137","0.0"
"topic20","app14","0.8836986325049744","0.2005995776803493","0.0"
"topic8","app6","0.8533867880562858","1.5410455715342608","0.0"
"topic8","app14","0.8535106297467738","1.5410455715342608","0.0"
"topic7","app8","0.8624038743230309","1.322349198504829","0.0"
"topic23","app3","0.8579617292996438","0.9731135287167553","0.0"
"topic4","app13","0.8574302821848554","0.07860769651989685","0.0"
"topic2","app7","0.8717904887345198","0.39067727954805714","0.0"
"topic5","app4","0.850934997179922","0.979053693472961","0.0"
"topic18","app10","0.8522430759163455","0.8447454513626526","0.0"
"topic24","app14","0.8576435483651607","2.338919205275168","0.0"
"topic21","app1","0.8609889170534172","1.2002447654193844","0.0"
"topic13","app10","0.851982548515721","2.2848243968475654","0.0"
"topic16","app3","0.8590805334533019","1.372564524377886","0.0"
"topic19","app13","0.8633121264933326","1.9500403520599474","0.0"
"topic1","app1","0.8242510070173676","0.01700625990518644","0.0"
"topic30","app15","0.8540250793094813","0.06332844824163524","0.0"
"topic11","app15","0.8519470903481301","0.3893389300568225","0.0"
"topic28","app14","0.845194795175278","1.9274345172850103","0.0"
"topic30","app16","0.8543223192245557","0.06332844824163524","0.0"
"topic24","app15","0.8575717629175185","2.338919205275168","0.0"
"topic29","app9","0.8790531253035291","0.009110707483588566","0.0"
"topic29","app11","0.8790531253035189","0.009110707483588566","0.0"
"topic12","app9","0.8795512918329936","0.14476093425132858","0.0"
"topic1","app7","0.8234573562237031","0.01700625990518644","0.0"
"topic26","app1","0.7760904925182311","7.176860207768164","0.0"
"topic19","app2","0.8635763737680672","1.9500403520599474","0.0"
"topic22","app5","0.880227521106872","3.9715120718876773","0.0"
"topic7","app12","0.862542414630229","1.322349198504829","0.0"
"topic27","app3","0.8503991017343044","0.3397070008150026","0.0"
"topic3","app3","0.8815487929329769","0.01120392334891576","0.0"
"topic16","app4","0.8590487268946094","1.372564524377886","0.0"
"topic30","app7","0.8548743362096994","0.06332844824163524","0.0"
"topic14","app1","0.8568063809538439","0.9662880305457502","0.0"
"topic26","app11","0.8120457271063001","7.176860207768164","0.0"
"topic13","app11","0.8519263884595537","2.2848243968475654","0.0"
"topic15","app15","0.8415714744045619","0.18321445911656653","0.0"
"topic5","app6","0.8511369622454299","0.979053693472961","0.0"
"topic2","app15","0.8715800338804766","0.39067727954805714","0.0"
"topic27","app4","0.8503202373809918","0.3397070008150026","0.0"
"topic17","app10","0.8584063568140148","1.5909656645215355","0.0"
