"1690724550917","topic_smartthings/app_app22","5"
"1690724550917","topic_occupancymanagement/app_app12","6"
"1690724550917","topic_occupancymanagement/app_app21","6"
"1690724550922","topic_printing/app_app2","7"
"1690724550922","topic_printing/app_app11","9"
"1690724550938","topic_firedetection/app_app22","18"
"1690724550938","topic_firedetection/app_app23","25"
"1690724550938","topic_firedetection/app_app1","28"
"1690724550960","topic_energymanagement/app_app2","32"
"1690724550960","topic_energymanagement/app_app1","40"
"1690724551038","topic_videosurveillance/app_app38","125"
"1690724551038","topic_videosurveillance/app_app36","191"
"1690724551038","topic_videosurveillance/app_app2","208"
"1690724551057","topic_bms/app_app21","279"
"1690724551057","topic_bms/app_app2","299"
"1690724551161","topic_intrusiondetection/app_app21","527"
"1690724551161","topic_intrusiondetection/app_app36","623"
"1690724551161","topic_intrusiondetection/app_app2","715"
"1690724551918","topic_amazonecho/app_app21","3"
"1690724551918","topic_smartthings/app_app1","4"
"1690724551918","topic_smartthings/app_app22","5"
"1690724551918","topic_occupancymanagement/app_app12","5"
"1690724551918","topic_occupancymanagement/app_app21","6"
"1690724551923","topic_printing/app_app2","5"
"1690724551923","topic_printing/app_app11","9"
"1690724551939","topic_firedetection/app_app22","20"
"1690724551939","topic_firedetection/app_app23","26"
"1690724551939","topic_firedetection/app_app1","32"
"1690724551961","topic_energymanagement/app_app2","38"
"1690724551961","topic_energymanagement/app_app1","44"
"1690724552041","topic_videosurveillance/app_app38","143"
"1690724552041","topic_videosurveillance/app_app36","186"
"1690724552041","topic_videosurveillance/app_app2","226"
"1690724552060","topic_bms/app_app2","295"
"1690724552060","topic_bms/app_app21","335"
"1690724552189","topic_intrusiondetection/app_app21","579"
"1690724552189","topic_intrusiondetection/app_app36","677"
"1690724552918","topic_amazonecho/app_app21","4"
"1690724552918","topic_smartthings/app_app1","6"
"1690724552918","topic_smartthings/app_app22","6"
"1690724552919","topic_occupancymanagement/app_app12","6"
"1690724552919","topic_occupancymanagement/app_app21","7"
"1690724552924","topic_printing/app_app11","11"
"1690724552940","topic_firedetection/app_app22","24"
"1690724552940","topic_firedetection/app_app23","30"
"1690724552940","topic_firedetection/app_app1","36"
"1690724552189","topic_intrusiondetection/app_app2","807"
"1690724552924","topic_printing/app_app2","74"
"1690724552963","topic_energymanagement/app_app2","41"
"1690724552963","topic_energymanagement/app_app1","49"
"1690724553045","topic_videosurveillance/app_app38","151"
"1690724553045","topic_videosurveillance/app_app36","199"
"1690724553045","topic_videosurveillance/app_app2","234"
"1690724553064","topic_bms/app_app2","304"
"1690724553064","topic_bms/app_app21","349"
"1690724553203","topic_intrusiondetection/app_app21","550"
"1690724553203","topic_intrusiondetection/app_app36","663"
"1690724553919","topic_occupancymanagement/app_app12","6"
"1690724553919","topic_occupancymanagement/app_app21","6"
"1690724553920","topic_amazonecho/app_app21","5"
"1690724553920","topic_smartthings/app_app22","6"
"1690724553925","topic_printing/app_app11","11"
"1690724553943","topic_firedetection/app_app22","22"
"1690724553943","topic_firedetection/app_app23","28"
"1690724553943","topic_firedetection/app_app1","33"
"1690724553203","topic_intrusiondetection/app_app2","813"
"1690724553925","topic_printing/app_app2","93"
"1690724553965","topic_energymanagement/app_app2","57"
