category,lower_whisker,Q1,median,Q3,upper_whisker
AN,48.70995670995671,131.84157490032277,234.10634968232847,394.31907894736844,717.9910714285714
RT,54.15416666666667,128.20624999999998,141.45416666666668,259.173230474198,455.62370118549507
TS,70.68333333333334,74.42395833333333,78.16458333333333,81.90520833333333,85.64583333333333
VS,316.28879310344826,339.8060344827586,363.32327586206895,518.2741920435885,673.2251082251082
