"app, topic, category, priority, msgreceived, responsetime"
"app_app6","topic_topic8/app_app6","RT","0","6886","21.586466165413533"
"app_app6","topic_topic26/app_app6","RT","0","6886","46.93316624895572"
"app_app6","topic_topic5/app_app6","RT","0","6886","22.62683578104139"
"app_app6","topic_topic20/app_app6","RT","0","6886","24.296666666666667"
"app_app6","topic_topic15/app_app6","RT","0","6886","27.253333333333334"
"app_app5","topic_topic1/app_app5","RT","0","8096","23.776666666666667"
"app_app5","topic_topic14/app_app5","RT","0","8096","33.66822429906542"
"app_app5","topic_topic7/app_app5","RT","0","8096","24.255218216318784"
"app_app5","topic_topic22/app_app5","RT","0","8096","43.98748957464554"
"app_app5","topic_topic19/app_app5","RT","0","8096","26.165830825810765"
"app_app4","topic_topic21/app_app4","AN","0","9007","28.576026637069923"
"app_app4","topic_topic27/app_app4","AN","0","9007","24.10719584569733"
"app_app4","topic_topic16/app_app4","AN","0","9007","26.189753320683113"
"app_app4","topic_topic5/app_app4","AN","0","9007","25.089452603471294"
"app_app4","topic_topic6/app_app4","AN","0","9007","24.597560975609756"
"app_app3","topic_topic3/app_app3","AN","0","8702","25.22641509433962"
"app_app3","topic_topic16/app_app3","AN","0","8702","22.81356736242884"
"app_app3","topic_topic27/app_app3","AN","0","8702","21.92507418397626"
"app_app3","topic_topic4/app_app3","AN","0","8702","19.42535446205171"
"app_app3","topic_topic1/app_app3","AN","0","8702","27.536666666666665"
"app_app3","topic_topic23/app_app3","AN","0","8702","23.50400534045394"
"app_app9","topic_topic12/app_app9","TS","0","5991","22.802441731409544"
"app_app9","topic_topic2/app_app9","TS","0","5991","25.45"
"app_app9","topic_topic29/app_app9","TS","0","5991","23.59"
"app_app9","topic_topic10/app_app9","TS","0","5991","22.187897024406553"
"app_app9","topic_topic22/app_app9","TS","0","5991","52.117597998331945"
"app_app8","topic_topic21/app_app8","RT","0","9296","31.67591564927858"
"app_app8","topic_topic9/app_app8","RT","0","9296","26.09272997032641"
"app_app8","topic_topic7/app_app8","RT","0","9296","24.464895635673624"
"app_app8","topic_topic28/app_app8","RT","0","9296","23.840521564694082"
"app_app8","topic_topic11/app_app8","RT","0","9296","25.808333333333334"
"app_app7","topic_topic2/app_app7","RT","0","8999","30.125"
"app_app7","topic_topic1/app_app7","RT","0","8999","23.946666666666665"
"app_app7","topic_topic25/app_app7","RT","0","8999","20.139943074003796"
"app_app7","topic_topic9/app_app7","RT","0","8999","23.689169139465875"
"app_app7","topic_topic17/app_app7","RT","0","8999","20.404761904761905"
"app_app7","topic_topic30/app_app7","RT","0","8999","21.763596004439513"
"app_app11","topic_topic10/app_app11","TS","0","8688","26.590437980608492"
"app_app11","topic_topic13/app_app11","TS","0","8688","39.77064220183486"
"app_app11","topic_topic29/app_app11","TS","0","8688","27.28"
"app_app11","topic_topic26/app_app11","TS","0","8688","55.94110275689223"
"app_app11","topic_topic6/app_app11","TS","0","8688","25.859756097560975"
"app_app10","topic_topic18/app_app10","TS","0","7190","21.120178041543028"
"app_app10","topic_topic13/app_app10","TS","0","7190","31.16763969974979"
"app_app10","topic_topic17/app_app10","TS","0","7190","23.28654970760234"
"app_app10","topic_topic12/app_app10","TS","0","7190","24.528301886792452"
"app_app15","topic_topic15/app_app15","VS","0","4205","20.583333333333332"
"app_app15","topic_topic30/app_app15","VS","0","4205","22.74250832408435"
"app_app15","topic_topic2/app_app15","VS","0","4205","35.975"
"app_app15","topic_topic24/app_app15","VS","0","4205","25.620842572062084"
"app_app15","topic_topic11/app_app15","VS","0","4205","20.726666666666667"
"app_app14","topic_topic20/app_app14","VS","0","8987","24.38"
"app_app14","topic_topic5/app_app14","VS","0","8987","29.234312416555408"
"app_app14","topic_topic28/app_app14","VS","0","8987","20.512203276496155"
"app_app14","topic_topic8/app_app14","VS","0","8987","19.064327485380115"
"app_app14","topic_topic24/app_app14","VS","0","8987","24.046563192904657"
"app_app13","topic_topic19/app_app13","VS","0","7786","26.076563022400535"
"app_app13","topic_topic2/app_app13","VS","0","7786","27.346666666666668"
"app_app13","topic_topic23/app_app13","VS","0","7786","24.714285714285715"
"app_app13","topic_topic4/app_app13","VS","0","7786","16.38532110091743"
"app_app13","topic_topic14/app_app13","VS","0","7786","27.018691588785046"
"app_app12","topic_topic18/app_app12","TS","0","6603","23.914688427299705"
"app_app12","topic_topic13/app_app12","TS","0","6603","42.58465387823186"
"app_app12","topic_topic7/app_app12","TS","0","6603","26.67552182163188"
"app_app12","topic_topic11/app_app12","TS","0","6603","25.981666666666666"
"app_app16","topic_topic16/app_app16","VS","0","9009","21.689753320683113"
"app_app16","topic_topic30/app_app16","VS","0","9009","25.933407325194228"
"app_app16","topic_topic25/app_app16","VS","0","9009","30.208254269449714"
"app_app16","topic_topic17/app_app16","VS","0","9009","18.86925647451963"
"app_app16","topic_topic14/app_app16","VS","0","9009","26.022696929238986"
"app_app2","topic_topic3/app_app2","AN","0","8688","24.900110987791344"
"app_app2","topic_topic19/app_app2","AN","0","8688","24.18488799732531"
"app_app2","topic_topic22/app_app2","AN","0","8688","59.25604670558799"
"app_app2","topic_topic9/app_app2","AN","0","8688","26.22811572700297"
"app_app2","topic_topic12/app_app2","AN","0","8688","29.64594894561598"
"app_app1","topic_topic26/app_app1","AN","0","5693","54.80952380952381"
"app_app1","topic_topic2/app_app1","AN","0","5693","23.726666666666667"
"app_app1","topic_topic1/app_app1","AN","0","5693","28.153333333333332"
"app_app1","topic_topic14/app_app1","AN","0","5693","32.01335113484646"
"app_app1","topic_topic21/app_app1","AN","0","5693","28.287458379578247"
